authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b1cc8c72df9f72a7b79c54460ad474e5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e732eadf&x-expires=1763823600&x-signature=rCZfPaD37HL%2Ft97sXxZrdHvaZ0E%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,luke_liu,"stop shopping at these brands 🛑

almost all retail brands are fast fashion to an extent, the important thing is bringing more awareness to the issue and reducing our consumption into those brands if possible 

#fashiontiktok #fastfashion #fastfashionsucks #mensstyle ",25300,401,484800,288,28,stargirl,ADTurnUp,FALSE,2024-11-29T14:38:37.000Z,https://www.tiktok.com/@luke_liu/video/7442710654684761399
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9bf29291472ff8c55c216121c516dd92~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8900a5c8&x-expires=1763823600&x-signature=3Q7T8NVrX%2F0yCbKpfThZl76BMSM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,dr.erincarter,Fast fashion problems #healthinformation #learnontiktok #medicaleducation #doctorsoftiktok #tiktokeducation #leadtoxicity #fastfashionawareness #shein #ethicalfashion,10200,1483,102500,475,99,original sound,Dr. Erin Carter,TRUE,2022-08-19T20:07:16.000Z,https://www.tiktok.com/@dr.erincarter/video/7133681403358678277
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/34b7c5b45491f399b38427a4283be7cb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=03782950&x-expires=1763823600&x-signature=4YgUFLrB6%2BqOqpBLB18ExWzbMf0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,abciview,Insane 🤯 #WarOnWasteAU #CraigReucassel #Sustainability #FastFashion #Australia #Environment #Fashion #FashionIndustry,127300,3232,2000000,778,43,original sound - ABC iview,ABC iview,TRUE,2023-09-08T21:00:00.000Z,https://www.tiktok.com/@abciview/video/7276330211392736530
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/13a14039586d4ab049fc00e0ba763d86~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=26169ba7&x-expires=1763823600&x-signature=RD7Md5ygiEWHj9RV6FsdF4ZHuQ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,lydia.dupree,"This may be controversial but…

This is my take on ONE of the real problems with fast fashion - but there are SO many other implications, including garment worker’s rights and overconsumption.

#sustainablefashion #slowfashion #capsulewardrobe #fastfashion #overconsumptionculture #overconsumption ",45,0,726,3,95,original sound,Lydia | Non-Toxic Fashion,TRUE,2024-07-17T14:09:34.000Z,https://www.tiktok.com/@lydia.dupree/video/7392606633261665567
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346860041909043246~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6e939da3&x-expires=1763823600&x-signature=SQtNkBLyN9EcS6Y%2BRcyKOPVonk8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,hellenmoffitt,#greenscreen why fast fashion is bad #fastfashion #sustainablefashion #shein,943,156,11800,36,56,original sound,Hellen,TRUE,2021-06-03T15:39:00.000Z,https://www.tiktok.com/@hellenmoffitt/video/6969592625288727814
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6010acf0&x-expires=1763823600&x-signature=xOSa39zyLwDopTwteM%2BNru8zkpM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,livekindly,"What the tags don’t tell you 😳 Fast fashion is harmful to those who make it, those who buy it, and the planet. Do you avoid fast fashion?

#fastfashion #slowfashion #sustainablefashion #shein #climateaction #climatecrisis #climatechange #ecofriendly #ethicalfashion ",1470,40,23900,38,15,roslyn by bon iver and st vincent,weeping audios,TRUE,2023-07-17T21:15:15.000Z,https://www.tiktok.com/@livekindly/video/7256899168763972906
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a37492f04608b6ac47f12639f310a281~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=47b5fac2&x-expires=1763823600&x-signature=%2F12BEdDBNH2txaiJMv29o9x68ao%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,e.cxhi,Replying to @foop style people do not love their clothing anymore and it shows :( ,67700,320,440900,810,96,original sound,elena,TRUE,2024-02-04T01:45:23.000Z,https://www.tiktok.com/@e.cxhi/video/7331556829383626015
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6010acf0&x-expires=1763823600&x-signature=xOSa39zyLwDopTwteM%2BNru8zkpM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,livekindly,"Back with another fast fashion ANTI-HAUL 🚫 These anti-hauls are designed to bring awareness the wasteful nature of fast fashion and to remind you to be a more mindful consumer! Do you aboud fast-fashion?

#fastfashion #antihaul #deinfluencing #forever21 #shein #slowfashion #sustainability #overconsumption ",22300,113,227800,118,52,original sound,LIVEKINDLY,TRUE,2024-05-16T18:38:29.000Z,https://www.tiktok.com/@livekindly/video/7369668654721633582
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6fa5feae0bd2d2dd57d1b2730895a129~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1eb94e3e&x-expires=1763823600&x-signature=UD4Blcjv37jACy2uHygcAHQ76c4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,thebilliondollarfit,"@Taty Domini  Here are my thoughts and a breakdown on the #prop65 warning for #fastfashion 💫

#greenscreen #greenscreenvideo #fashiontiktok #fashioncommentary #thebilliondollarfit #fastfashion #blackinfluencer #blackcreatorsoftiktok #fashionnews #shein #fastfashion ",581,550,43800,39,124,original sound,TheBillionDollarFit,TRUE,2024-03-25T20:08:45.000Z,https://www.tiktok.com/@thebilliondollarfit/video/7350395446403091755
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/beacad858d149aada75c90a59d543514~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=95ab5576&x-expires=1763823600&x-signature=TTjjz6I5VqlbceGvsEsuRaE2vLs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,jaaazia,ive only really been thrifting the last year or so and ill stick to it because shopping is ruined #fyp #fastfashion #shein ,1113,18,8023,66,82,original sound,jazia 🫐,TRUE,2024-06-08T01:32:05.000Z,https://www.tiktok.com/@jaaazia/video/7377939140534635822
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6010acf0&x-expires=1763823600&x-signature=xOSa39zyLwDopTwteM%2BNru8zkpM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,livekindly,"The mass-production of fast fashion is so problematic 😩 Zara’s lack of organization and the poor quality of many of their items are proof of how little they care for the planet and waste they create. Do you avoid fast fashion? Comment below!

#zara #fastfashion #antihaul #deinfluencing #slowfashion #sustainablefashion #shein #sheinsucks #sustainability #thrifting #secondhand #fastfashion #zarahaul #cheap ",3535,36,98000,36,23,original sound,LIVEKINDLY,TRUE,2023-07-07T01:41:45.000Z,https://www.tiktok.com/@livekindly/video/7252885900068359470
https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/ea8cb739ea07bd3af0dc04233962f083~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e58d0f40&x-expires=1763823600&x-signature=5XEZd0Y8b4jNpg6OWdgQL0bbx38%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,petersbrainfolds,"Fast fashion is destroying us

#temu #shein #aliexpress #shopping #longtermhealth ",172300,52700,2100000,2277,53,original sound,Petersbrainfolds,TRUE,2024-09-19T21:48:12.000Z,https://www.tiktok.com/@petersbrainfolds/video/7416474272794709279
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0b4dc79abc25c7f9a7051ef8998c267e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=42119270&x-expires=1763823600&x-signature=PxMZWBfVe4%2Bvpgu8pnJt49%2BuL1g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,crystaluncut,Replying to @laura lovely no one wins when you buy cheap clothes. the clothes get ruined after one or two wears. you end up spending more because you have to shop more. and labor conditions are generally bad. save up and build a wardrobe over time #fastfashion #nofastfashion #slowfashiontiktok #sustainablefashion ,13800,55,148300,453,134,original sound,@crystaluncut,TRUE,2024-02-08T18:07:11.000Z,https://www.tiktok.com/@crystaluncut/video/7333294057713700138
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fd3c9abc821f49dc789b49f9f6068551~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=377b1e20&x-expires=1763823600&x-signature=LG5urcL8qCJ0ixjD9VWtWhDe260%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,alextwma,The real cost of fast fashion. #fyp #foryoupage #fashion #fashiontiktok #viral #2025 #alexma #alextwma #zara #brandymelville #haul #trend,264500,9963,1600000,2734,127,F. Down,Undoing & 空の,FALSE,2025-05-09T02:14:02.000Z,https://www.tiktok.com/@alextwma/video/7502263373447417131
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6010acf0&x-expires=1763823600&x-signature=xOSa39zyLwDopTwteM%2BNru8zkpM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,livekindly,"It’s time to put a stop to fast fashion 🚫 H&M has been called out numerous times over the years for misleading customers with greenwashing. Do you avoid fast fashion?

#hm #fastfashion #antihaul #deinfluencing #slowfashion #sustainablefashion #shein #sheinsucks #sustainability #thrifting #secondhand #fastfashion #handm ",40500,189,739800,307,23,original sound,LIVEKINDLY,TRUE,2023-09-07T18:48:14.000Z,https://www.tiktok.com/@livekindly/video/7276157663799594286
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/5784843eb6904cb3a00536079993dd03~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3fc2cba3&x-expires=1763823600&x-signature=vSgDB%2FVlG6X7gMF%2FMR6LpGu42%2B0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,addyharajuku,Lets talk overconsumption & 2020’s issue with alt fast fashion 👀 #kawaiiaesthetic #jfashion #kidcore #altfashion #alternative #cutecore🎀🦴🍮🐾 ,24500,182,158000,241,70,original sound,Addy,TRUE,2025-01-14T20:19:46.000Z,https://www.tiktok.com/@addyharajuku/video/7459868483753479457
https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/6ccb786458ced6cd54bf0828ba976717~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=d2f7bee0&x-expires=1763823600&x-signature=xamhAmCmM1z8Vzw2pua%2Fjv%2B0tUo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,solanathagreenfairy,Dont shop shein ❌ #fastfashion #climatechange #shein ,7122,916,54700,130,89,original sound,ssolana,TRUE,2023-07-10T14:44:50.000Z,https://www.tiktok.com/@solanathagreenfairy/video/7254200970572238106
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/72612ff1c9b1ae1d050048a00b727999~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f0fcd5c5&x-expires=1763820000&x-signature=tMtGAmZN4MhDCIP2f%2F4gVzJiHwM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,remibader,Don’t show only the good clothes in your fast fashion hauls. Let’s see it ALL! #fyp #plussize #fastfashion #gimmesometruth #fashion101 #beinspired,97200,236,884400,919,54,Blue Blood,Heinz Kiessling,FALSE,2020-10-11T16:15:33.000Z,https://www.tiktok.com/@remibader/video/6882396832551505157
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e70ed3abf4c9c7c0088469c94612aa37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=dd06fd17&x-expires=1763823600&x-signature=IQTRclxaqzl%2BMqV2zhcG24Z9OSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,modamensch,"if your problem with ethical fashion brands starts at their pricing, you have entirely missed the point of ethical fashion brands. there are plenty of more affordable ways to be sustainable and ethical, including shopping their sales, shopping secondhand, or even DIYing the garment

#sustainablefashion #ethicalfashion #fashion #fashiontok #slowfashion #fastfashionsucks #fastfashion #consciousconsumer #consciousconsumerism conscious consumer sustainable fashion ethical fashion  #CapCut ",13700,171,75600,914,127,original sound,Jade ✡︎ Sustainable Fashion 🪬,TRUE,2024-05-05T11:07:56.000Z,https://www.tiktok.com/@modamensch/video/7365470406117035306
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0df87162717d2ccdeeb79ae140adcab7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=798f0026&x-expires=1763823600&x-signature=Tm0n4WPU8M4FdzoNP1n%2FeXEHfoQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,maliha.bhuiyan,The hill I will die on #trending #plussizeclothing #fyp #fatgirlproblems #fastfashion,1816,20,19300,26,6,Main Theme from 'Succession',L'Orchestra Nazionale di Mendoni & Michele Mariotti,FALSE,2024-10-04T12:30:07.000Z,https://www.tiktok.com/@maliha.bhuiyan/video/7421896739948481835
https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c52eb295759c9530d905f66bffa5780d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b43ef3e6&x-expires=1763823600&x-signature=0LeXptw7wpL87785BwJO7VQLJYo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,plasticreallysucks,"Fast fashion has led to a massive surge in cheap, plastic-based clothing, and a lot of it is secretly dumped in the Global South, especially Kenya. Even though waste export is restricted in many places, millions of unsellable synthetic garments—often damaged or unwearable—are shipped there every year, ending up in landfills, rivers, or burned as toxic fuel. Big brands like H&M and Old Navy are among the culprits, and even “recycling” companies are major contributors. This isn’t just waste—it’s pollution, harming people and ecosystems. We can’t recycle our way out of this. Fast fashion needs real accountability, from better design to stronger regulations.

#fyp #environment #fashion #climatechange #pollution #plastic ",3035,339,108000,243,13,M83 Solitude,Grace,TRUE,2025-03-18T22:26:23.000Z,https://www.tiktok.com/@plasticreallysucks/video/7483279369264221470
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/08b2ed7e4560f25e519a8d78f1ca11d1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=9254eb01&x-expires=1763823600&x-signature=zefV4lfGxDoo9ssPZKi3kjRvvXU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,zerowastestore,"Fast fashion is killing the planet. There is enough clothing already on the planet to dress the next six generations. The fashion industry contributes to 10% of global greenhouse gas emissions and 20% of the world’s water pollution, while clothes are made out of plastic materials that are not easily recycled into new textiles. 

This is your sign to thrift clothes and buy clothing made of natural materials that is designed to last. 
#sustainability #shein #sustainablefashion #ethical ",577,38,4968,7,33,original sound,ZeroWasteStore,TRUE,2025-09-11T18:56:33.000Z,https://www.tiktok.com/@zerowastestore/video/7548907430600592695
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cb7080b49d1c279ee212929f8db28e3c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53901b60&x-expires=1763823600&x-signature=UFD2MkmvV0Nj45xk4BkUNnKk97w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,pbsnews,"The $100 billion fast fashion industry produces affordable, trendy clothes, but often in poor working conditions and using cheap textiles that quickly end up in landfills. Chinese company SHEIN, one of the fastest-growing fast fashion brands in the world, has recently been trying to repair its public image. The company invited a group of social media influencers on a paid trip to one of its factories. Journalist Iman Amrani spoke to PBS NewsHour about the backlash the company is facing for that public relations move. #fastfashion #shein #sheininfluencer #sheininfluencertrip #imanamrani #alirogan #chinesecompany #socialmediainfluencer #fashionindustry #pbsnews #pbs #news #pbsnewshour #newshour",539,19,22800,11,122,original sound,pbsnews,TRUE,2023-07-17T16:57:48.000Z,https://www.tiktok.com/@pbsnews/video/7256832776769621294
https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310728004315922478~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7f67bb91&x-expires=1763823600&x-signature=8hBc30rnamOPR%2BSund0hxBbUs1Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,m0stlysapien,#stitch with @CocktailsAndCapitalism Can't have all those ugly poors wearing your cool shoes #stopfastfashion #fashionindustryproblems #stopsweatshops #capitalismsucks ,99300,7240,2300000,4358,187,original sound,Nemik-pilled and Luthen-maxxed,TRUE,2023-09-05T06:40:41.000Z,https://www.tiktok.com/@m0stlysapien/video/7275227940596550954
https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e70ed3abf4c9c7c0088469c94612aa37~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=dd06fd17&x-expires=1763823600&x-signature=IQTRclxaqzl%2BMqV2zhcG24Z9OSI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,modamensch,"a day in the life of a fast fashion worker, a must-read article that interviews a malaysian garment worker named robin and details the abuse he experienced in the name of fast fashion. link to read the article in my linktree

#fastfashion #fashion #fashiontiktok #fashiontok #slowfashion #sustainablefashion #sustainability #ethicalfashion #sweatshop fast fashion sweatshops, why is fast fashion bad #greenscreen ",15700,1115,62800,301,422,original sound,Jade ✡︎ Sustainable Fashion 🪬,TRUE,2024-06-17T13:19:22.000Z,https://www.tiktok.com/@modamensch/video/7381461133800049962
